District_Name,SCHOOL,Gender,2011,2012,2013,2014,2015
WAKISO,"TRINITY SENIOR ACADEMY,ENTEBBE",FEMALE,32,32,64,28,41
WAKISO,,MALE,43,29,54,33,30
WAKISO,"TRUST HIGH SCHOOL,KABUBBU",FEMALE,17,31,54,18,39
WAKISO,,MALE,24,35,56,29,39
WAKISO,TURKISH LIGHT ACADEMY,MALE,59,63,150,94,26
WAKISO,UBUNTU HILL SCHOOL,FEMALE,24,26,60,30,43
WAKISO,,MALE,29,36,86,30,30
WAKISO,"UGANDA MARTYRS SS,NAMUGONGO",FEMALE,119,104,242,139,119
WAKISO,,MALE,116,129,246,132,112
WAKISO,"VICTORIA HIGH SCHOOL,NANSANA",FEMALE,42,60,100,59,62
WAKISO,,MALE,57,73,108,65,81
WAKISO,WAKISO MUSLIM SECONDARY SCHOOL,FEMALE,35,39,76,32,45
WAKISO,,MALE,23,22,72,43,60
WAKISO,WAKISO SECONDARY SCHOOL FOR THE DEAF,FEMALE,2,10,16,3,6
WAKISO,,MALE,9,11,20,7,8
WAKISO,WAMPEWO NTAKKE SECONDARY SCHOOL,FEMALE,60,75,168,106,75
WAKISO,,MALE,70,86,164,113,98
WAKISO,"WEST HERTS COLLEGE,KIKANDWA",FEMALE,33,27,68,14,15
WAKISO,,MALE,20,37,32,14,16
WAKISO,"WITS COLLEGE,NAMULANDA",FEMALE,49,52,140,50,51
WAKISO,,MALE,43,50,74,47,59
WAKISO,"WORLD AHEAD SECONDARY SCHOOL,MATUGGA",FEMALE,43,43,72,39,31
WAKISO,,MALE,41,44,90,51,30
WAKISO,"YOUNAN-BULAMU SECONDARY SCHOOL,GAYAZA",FEMALE,31,28,50,16,15
WAKISO,,MALE,21,29,58,24,16
WAKISO,ZANA MIXED SECONDARY SCHOOL,FEMALE,26,35,52,36,33
WAKISO,,MALE,33,43,68,29,31
KOLE,ABOKE HIGH SCHOOL,FEMALE,2,4,4,2,2
KOLE,,MALE,19,24,58,8,8
KOLE,ACULBANYA SECONDARY SCHOOL,FEMALE,,,6,5,7
KOLE,,MALE,,,48,22,29
KOLE,AKALO SECONDARY SCHOOL,FEMALE,7,15,16,6,9
KOLE,,MALE,14,32,74,46,26
KOLE,ALITO SECONDARY SCHOOL,FEMALE,,,,1,
KOLE,,MALE,,,,14,10
KOLE,AYER SEED SECONDARY SCHOOL,FEMALE,,,,1,1
KOLE,,MALE,,,,20,16
KOLE,"ST.JOSEPH'S SEMINARY,ABOKE",FEMALE,,,2,,
KOLE,,MALE,20,13,18,16,10
KOLE,"ST.MARY'S GIRLS' COLLEGE,ABOKE",FEMALE,51,47,114,57,38
KALUNGU,"BEXHILL HIGH SCHOOL,KAMUTUUZA",FEMALE,5,20,32,10,6
KALUNGU,,MALE,15,19,30,12,13
KALUNGU,BUKALASA MINOR SEMINARY,MALE,28,21,52,13,17
KALUNGU,BUKULULA SECONDARY SCHOOL,FEMALE,35,26,60,42,31
KALUNGU,"COMPREHENSIVE HIGH SCHOOL,BAJJA",FEMALE,5,16,28,10,7
KALUNGU,,MALE,19,22,34,10,14
KALUNGU,"CRESTED HIGH SCHOOL,LUKAYA",FEMALE,4,16,40,37,29
KALUNGU,,MALE,8,26,74,41,38
KALUNGU,"GREEN HILL SECONDARY SCHOOL,KYAMULIBWA",FEMALE,19,10,54,14,19
KALUNGU,,MALE,24,23,60,31,17
KALUNGU,HOLY FAMILY KYAMULIBWA SECONDARY SCHOOL,FEMALE,10,12,28,13,14
KALUNGU,,MALE,7,10,38,22,12
KALUNGU,KABUKUNGE MUSLIM SECONDARY SCHOOL,FEMALE,18,14,22,14,8
KALUNGU,,MALE,41,28,38,20,12
KALUNGU,KABUNGO SECONDARY SCHOOL,FEMALE,,5,24,2,6
KALUNGU,,MALE,,15,28,10,7
KALUNGU,"KING DAVID HIGH SCHOOL,LUKAYA",FEMALE,17,15,14,11,14
KALUNGU,,MALE,18,29,16,12,20
KALUNGU,KYAGAMBIDDWA SECONDARY SCHOOL,FEMALE,,5,6,12,4
KALUNGU,,MALE,,11,14,21,6
KALUNGU,LUTENGO SECONDARY SCHOOL,FEMALE,,10,20,8,12
KALUNGU,,MALE,,16,26,20,11
KALUNGU,"ST.ALOYSIUS SECONDARY SCHOOL,BWANDA",FEMALE,11,20,48,39,19
KALUNGU,"ST.BALIKUDDEMBE SS,LWABENGE",FEMALE,2,3,4,7,4
KALUNGU,,MALE,8,10,28,5,7
KALUNGU,ST.CHARLES LWANGA GIRLS' TRAINING CENTRE,FEMALE,26,24,52,22,20
KALUNGU,"ST.CHARLES LWANGA SS,KASASA",FEMALE,7,12,80,42,18
KALUNGU,,MALE,23,42,126,49,45
KALUNGU,"ST.JOSEPH'S SECONDARY SCHOOL,VILLA-MARIA",FEMALE,14,12,50,16,7
KALUNGU,,MALE,29,36,60,48,7
KALUNGU,"ST.MARY'S HIGH SCHOOL,LUKAYA",FEMALE,14,12,12,21,13
KALUNGU,,MALE,17,14,30,23,13
KALUNGU,"ST.STEPHEN'S COLLEGE,BAJJA",FEMALE,51,47,70,35,37
KALUNGU,,MALE,56,43,110,35,37
KALUNGU,"ST.THEREZA'S GIRLS' SS,BWANDA",FEMALE,71,106,208,84,74
KALUNGU,,MALE,6,6,2,10,4
KALUNGU,"STAR MAJOR HIGH SCHOOL,KYAMULIBWA",FEMALE,,,,2,6
KALUNGU,,MALE,,,,8,2
KALUNGU,VICTORIA COLLEGE SECONDARY SCHOOL,FEMALE,20,12,24,7,13
KALUNGU,,MALE,14,31,10,8,10
KALUNGU,WAGWA HIGH SCHOOL,FEMALE,24,22,58,27,20
KALUNGU,,MALE,16,14,108,27,19
KALUNGU,YESU AKWAGALA HIGH SCHOOL,FEMALE,10,20,46,6,14
KALUNGU,,MALE,11,15,38,15,18
KITGUM,PADIBE SECONDARY SCHOOL,FEMALE,,,10,2,7
KITGUM,,MALE,,10,44,11,20
KITGUM,PALABEK SECONDARY SCHOOL,FEMALE,,,10,3,1
KITGUM,,MALE,,,16,7,10
NTOROKO,KARUGUTU SECONDARY SCHOOL,FEMALE,1,,6,4,2
NTOROKO,,MALE,13,14,16,14,10
NTOROKO,RWEBISENGO SECONDARY SCHOOL,FEMALE,,,2,3,2
NTOROKO,,MALE,,,20,9,11
ABIM,ABIM SECONDARY SCHOOL,FEMALE,15,13,16,10,6
ABIM,,MALE,44,78,76,21,28
ABIM,ALEREK PROGRESSIVE ACADEMY,FEMALE,,,4,3,
ABIM,,MALE,,,18,7,
ABIM,"LOTUKE SEED SECONDARY SCHOOL,ABIM",FEMALE,,,12,,1
ABIM,,MALE,,,34,13,9
ABIM,MORULEM GIRLS' SECONDARY SCHOOL,FEMALE,,10,32,9,
ABIM,,MALE,,1,6,1,
OTUKE,ADWARI SECONDARY SCHOOL,FEMALE,20,17,52,17,11
OTUKE,,MALE,56,51,100,40,45
OTUKE,OKWANG SECONDARY SCHOOL,FEMALE,,,,3,2
OTUKE,,MALE,,,,19,28
MOYO,"BP.ASILI SECONDARY SCHOOL,MOYO",FEMALE,2,,6,,
MOYO,,MALE,11,,22,,
MOYO,METU SECONDARY SCHOOL,FEMALE,33,12,26,17,6
MOYO,,MALE,64,68,118,35,46
MOYO,MOYO HALL,MALE,15,11,,,
MOYO,MOYO SECONDARY SCHOOL,FEMALE,20,11,24,1,2
MOYO,,MALE,56,47,66,29,15
MOYO,MOYO TOWN SECONDARY SCHOOL,FEMALE,1,2,4,,
MOYO,,MALE,14,14,20,10,19
MOYO,"ST.ANDREW'S COLLEGE,MOYO",FEMALE,,,16,9,17
MOYO,,MALE,,,36,27,24
NAKASONGOLA,"BETHEL ROYAL HIGH SCHOOL,NAKASONGOLA",FEMALE,,,6,7,13
NAKASONGOLA,,MALE,,,24,22,12
NAKASONGOLA,CORNERSTONE LEADERSHIP ACADEMY,MALE,29,23,50,23,28
NAKASONGOLA,"EKITANGAALA SECONDARY SCHOOL,KAKOOGE",FEMALE,30,23,,,
NAKASONGOLA,,MALE,32,28,,,
NAKASONGOLA,EKITANGAALA TRANSFORMATION HIGH SCHOOL,FEMALE,,,52,18,17
NAKASONGOLA,,MALE,,,68,20,31
NAKASONGOLA,"KAKOOGE SECONDARY SCHOOL,NAKASONGOLA",FEMALE,9,6,34,7,8
NAKASONGOLA,,MALE,6,8,38,16,31
NAKASONGOLA,"KALONGO SEED SS,NAKASONGOLA",FEMALE,,,14,3,1
NAKASONGOLA,,MALE,,,46,19,5
NAKASONGOLA,"KIROJO COLLEGE,NAKASONGOLA",FEMALE,17,10,22,13,7
NAKASONGOLA,,MALE,22,22,62,27,8
NAKASONGOLA,KISAALIZI SECONDARY SCHOOL,FEMALE,,,,3,3
NAKASONGOLA,,MALE,,,,9,19
NAKASONGOLA,MIGYERA UWESO SECONDARY SCHOOL,FEMALE,,11,18,,
NAKASONGOLA,,MALE,,15,30,,
NAKASONGOLA,NAKASONGOLA ARMY SCHOOL,FEMALE,31,27,54,7,3
NAKASONGOLA,,MALE,40,60,158,32,27
NAKASONGOLA,NAKASONGOLA HALL,FEMALE,12,10,10,1,
NAKASONGOLA,,MALE,35,15,22,12,
NAKASONGOLA,NAKASONGOLA SECONDARY SCHOOL,FEMALE,16,16,40,17,7
NAKASONGOLA,,MALE,47,46,134,68,46
NAKASONGOLA,ST.JOSEPH'S VOCATIONAL HIGH SCHOOL,FEMALE,7,16,20,8,7
NAKASONGOLA,,MALE,26,36,20,15,12
KWEEN,CHEMANGA SEED SECONDARY SCHOOL,FEMALE,,,10,9,2
KWEEN,,MALE,,,48,24,20
KWEEN,CHEMWANIA HIGH SCHOOL,FEMALE,32,33,84,33,37
KWEEN,,MALE,58,97,200,97,59
KWEEN,"KWORUS SECONDARY SCHOOL,KWEEN",FEMALE,,,,,2
KWEEN,,MALE,,,,,24
SIRONKO,BUDADIRI GIRLS' SECONDARY SCHOOL,FEMALE,38,22,52,6,8
SIRONKO,,MALE,6,13,,4,4
SIRONKO,BUGUNZU SEED SECONDARY SCHOOL,FEMALE,,,32,10,5
SIRONKO,,MALE,,,76,14,23
SIRONKO,BUHUGU SECONDARY SCHOOL,FEMALE,15,4,16,6,6
SIRONKO,,MALE,45,20,54,8,17
SIRONKO,BUMASIFA SEED SECONDARY SCHOOL,FEMALE,,,,4,8
SIRONKO,,MALE,,,,16,16
SIRONKO,"HIGHWAY SECONDARY SCHOOL,SIRONKO",FEMALE,10,10,8,8,1
SIRONKO,,MALE,17,20,16,14,4
SIRONKO,MASABA SECONDARY SCHOOL,FEMALE,28,32,54,34,19
SIRONKO,,MALE,69,75,114,51,66
SIRONKO,NAKIRUNGU SECONDARY SCHOOL,FEMALE,9,9,8,4,
SIRONKO,,MALE,37,33,32,15,10
SIRONKO,SIRONKO PARENTS SECONDARY SCHOOL,FEMALE,,8,66,23,23
SIRONKO,,MALE,,46,172,49,60
SIRONKO,SIRONKO PROGRESSIVE SECONDARY SCHOOL,FEMALE,,15,32,26,18
SIRONKO,,MALE,,37,148,47,51
AMURU,KEYO SECONDARY SCHOOL,FEMALE,,14,14,2,3
AMURU,,MALE,,29,66,23,21
AMURU,LACOR SEMINARY,MALE,13,17,26,20,24
AMURU,PABO SECONDARY SCHOOL,FEMALE,,,,2,3
AMURU,,MALE,,,22,10,9
AMURU,"RESTORE LEADERSHIP HIGH SCHOOL,GULU",FEMALE,,,,,10
AMURU,,MALE,,,,,15
BUGIRI,"BANDA SECONDARY SCHOOL,BUGIRI",FEMALE,,,,3,2
BUGIRI,,MALE,,,,11,9
BUGIRI,BUSWALE SECONDARY SCHOOL,FEMALE,5,7,4,11,5
BUGIRI,,MALE,20,21,86,28,8
BUGIRI,"DEDE SECONDARY SCHOOL,BUGIRI",FEMALE,13,12,16,6,5
BUGIRI,,MALE,51,48,88,24,16
BUGIRI,SIGULU SECONDARY SCHOOL,FEMALE,,,,1,
BUGIRI,,MALE,,,22,9,
BUGIRI,"ST.PHILLIPS SECONDARY SCHOOL,LWANGOSIA",FEMALE,,,10,1,3
BUGIRI,,MALE,,,42,10,21
NAPAK,KANGOLE GIRLS' SCHOOL,FEMALE,13,17,32,13,21
BUTAMBALA,BUDDE SECONDARY SCHOOL,FEMALE,47,36,38,15,21
BUTAMBALA,,MALE,34,38,58,17,27
BUTAMBALA,BUDINSE MEMORIAL SCHOOL,FEMALE,14,29,38,15,26
BUTAMBALA,,MALE,22,34,50,28,15
BUTAMBALA,BULO PARENTS SECONDARY SCHOOL,FEMALE,68,130,192,131,85
BUTAMBALA,,MALE,100,149,226,156,134
BUTAMBALA,"BUTAWUKA MAGEZI NTAKE SS,MPIGI",FEMALE,,,48,28,28
BUTAMBALA,,MALE,,,90,35,36
BUTAMBALA,GOMBE SECONDARY SCHOOL,FEMALE,167,152,424,160,188
BUTAMBALA,,MALE,175,176,436,193,223
BUTAMBALA,KAGGULWE SECONDARY SCHOOL,FEMALE,5,14,30,20,13
BUTAMBALA,,MALE,12,18,34,21,8
BUTAMBALA,KAYENJE SECONDARY SCHOOL,FEMALE,35,25,58,20,14
BUTAMBALA,,MALE,28,41,74,26,24
BUTAMBALA,KIBIBI CENTRAL COLLEGE,FEMALE,14,10,8,10,17
BUTAMBALA,,MALE,23,8,16,4,12
BUTAMBALA,KIBIBI MUSLIM SECONDARY SCHOOL,FEMALE,53,44,132,65,52
BUTAMBALA,,MALE,54,64,124,66,50
BUTAMBALA,KIBIBI PARENTS SECONDARY SCHOOL,FEMALE,6,22,32,20,36
BUTAMBALA,,MALE,16,15,42,23,22
BUTAMBALA,KIBIBI SECONDARY SCHOOL,FEMALE,127,110,112,31,23
BUTAMBALA,,MALE,174,130,126,37,19
BUTAMBALA,KITAGOBWA SECONDARY SCHOOL,FEMALE,13,26,30,11,10
BUTAMBALA,,MALE,21,43,36,14,14
BUTAMBALA,LUKALU SECONDARY SCHOOL,FEMALE,34,51,68,23,12
BUTAMBALA,,MALE,45,52,46,26,7
BUTAMBALA,"LUUTU MEMORIAL COLLEGE,KIBIBI",FEMALE,,,16,6,5
BUTAMBALA,,MALE,,,30,11,19
BUTAMBALA,NGANDO SECONDARY SCHOOL,FEMALE,15,5,36,12,18
BUTAMBALA,,MALE,10,5,30,17,13
BUTAMBALA,NTANDA COLLEGE SCHOOL,FEMALE,7,9,20,10,4
BUTAMBALA,,MALE,8,18,56,9,7
BUTAMBALA,SAYIDINA ABUBAKAR SECONDARY SCHOOL,FEMALE,22,38,46,29,18
BUTAMBALA,,MALE,17,32,86,33,20
ZOMBO,ALUKA SECONDARY SCHOOL,FEMALE,,,8,2,3
ZOMBO,,MALE,,,30,10,7
ZOMBO,PAIDHA SECONDARY SCHOOL,FEMALE,,,12,2,5
ZOMBO,,MALE,,,34,18,10
ZOMBO,PAKADHA SEED SECONDARY SCHOOL,FEMALE,,,,4,4
ZOMBO,,MALE,,,30,9,10
ZOMBO,"ST.ALOYSIUS COLLEGE,NYAPEA",FEMALE,1,2,,,
ZOMBO,,MALE,15,27,50,24,27
ZOMBO,WARR GIRLS' SECONDARY SCHOOL,FEMALE,11,17,20,7,8
ZOMBO,,MALE,,10,,3,2
LIRA,ALEMERE COMPREHENSIVE SECONDARY SCHOOL,FEMALE,,,4,4,2
LIRA,,MALE,,,34,15,17
LIRA,AMACH COMPLEX SECONDARY SCHOOL,FEMALE,,1,10,3,4
LIRA,,MALE,,23,66,19,15
LIRA,AMUCA SDA SECONDARY SCHOOL,FEMALE,31,19,42,24,3
LIRA,,MALE,59,43,80,36,17
LIRA,"BRIGHT LIGHT COLLEGE,LIRA",FEMALE,,,,,4
LIRA,,MALE,,,,,16
LIRA,"COMBONI COLLEGE,LIRA",FEMALE,,,,1,
LIRA,,MALE,53,38,154,52,43
LIRA,"DARA CHRISTIAN HIGH SCHOOL,LIRA",FEMALE,4,14,40,15,10
LIRA,,MALE,13,30,78,33,26
LIRA,"DR.OBOTE COLLEGE,BOROBORO",FEMALE,38,29,94,43,30
LIRA,,MALE,110,89,188,127,119
LIRA,"KING JAMES COMP. SS,LIRA",FEMALE,23,37,44,41,17
LIRA,,MALE,119,172,246,127,76
LIRA,KWERA SECONDARY SCHOOL,FEMALE,,,8,4,3
LIRA,,MALE,,,34,6,12
LIRA,"LANGO COLLEGE,LIRA",MALE,72,83,170,159,54
LIRA,"LEO ATUBO SECONDARY SCHOOL,LIRA",FEMALE,,7,18,13,7
LIRA,,MALE,,37,52,23,16
LIRA,LIRA HALL,FEMALE,6,9,8,21,1
LIRA,,MALE,54,53,58,47,18
LIRA,LIRA INTEGRATED SECONDARY SCHOOL,FEMALE,40,28,52,,
LIRA,,MALE,75,39,100,,
LIRA,LIRA SECONDARY SCHOOL,FEMALE,,,,,2
LIRA,,MALE,,,,,10
LIRA,LIRA TOWN COLLEGE,FEMALE,16,32,96,34,61
LIRA,,MALE,126,209,406,130,197
LIRA,"MENTOR SECONDARY SCHOOL,LIRA",FEMALE,,,,,13
LIRA,,MALE,,,,,36
LIRA,"ROYAL ACADEMY SCHOOL,LIRA",FEMALE,2,1,10,2,
LIRA,,MALE,15,28,80,9,13
LIRA,"SAVIOR'S SECONDARY SCHOOL,LIRA",FEMALE,,,,2,1
LIRA,,MALE,,,,13,37
LIRA,SKYLAND HIGH SCHOOL,FEMALE,19,51,100,47,50
LIRA,,MALE,50,122,200,94,107
LIRA,ST.KATHERINE SECONDARY SCHOOL,FEMALE,41,41,154,49,54
LIRA,ST.MARY MAGDALENE GIRLS SECONDARY SCHOOL,FEMALE,38,26,64,41,16
SOROTI,"ALLIANCE HIGH SCHOOL,SOROTI",FEMALE,34,13,10,7,2
SOROTI,,MALE,132,75,142,35,14
SOROTI,"ERIMU COLLEGE SCHOOL,SOROTI",FEMALE,7,,4,6,4
SOROTI,,MALE,30,,34,39,11
SOROTI,"HALCYON HIGH SCHOOL,SOROTI",FEMALE,,12,12,8,26
SOROTI,,MALE,,25,74,35,51
SOROTI,"HOMETEK HIGH SCHOOL,SOROTI",FEMALE,10,3,6,1,12
SOROTI,,MALE,44,22,40,9,41
SOROTI,"JERESSAR HIGH SCHOOL,SOROTI",FEMALE,,13,54,52,59
SOROTI,,MALE,,46,122,104,126
SOROTI,"LIGHT SECONDARY SCHOOL,SOROTI",FEMALE,21,5,90,45,45
SOROTI,,MALE,35,57,298,132,119
SOROTI,OLILA HIGH SCHOOL,FEMALE,,,20,6,10
SOROTI,,MALE,,,40,43,32
SOROTI,"RHEMA HIGH SCHOOL,SOROTI",FEMALE,4,3,62,23,1
SOROTI,,MALE,10,7,208,109,14
SOROTI,SOROTI CENTRAL SECONDARY SCHOOL,FEMALE,3,14,10,5,1
SOROTI,,MALE,33,44,60,6,13
SOROTI,SOROTI COMMUNITY SECONDARY SCHOOL,FEMALE,45,37,80,40,28
SOROTI,,MALE,151,145,214,99,53
SOROTI,SOROTI HALL,FEMALE,44,38,,,4
SOROTI,,MALE,175,181,,,39
SOROTI,SOROTI MUNICIPAL SECONDARY SCHOOL,FEMALE,,22,26,13,19
SOROTI,,MALE,,39,94,40,42
SOROTI,SOROTI SECONDARY SCHOOL,FEMALE,59,28,108,57,64
SOROTI,,MALE,223,216,470,230,250
SOROTI,ST.FRANCIS SS FOR THE BLIND,FEMALE,5,2,4,1,2
SOROTI,,MALE,7,2,8,2,4
SOROTI,"ST.MARY'S GIRLS SECONDARY SCHOOL,MADERA",FEMALE,40,41,60,20,21
SOROTI,"ST.STEPHEN SECONDARY SCHOOL,SOROTI",FEMALE,11,18,56,10,6
SOROTI,,MALE,53,135,192,23,15
SOROTI,"TESO COLLEGE,ALOET",FEMALE,,,,,1
SOROTI,,MALE,160,134,352,153,167
SOROTI,TUBUR SECONDARY SCHOOL,MALE,,,22,,
NGORA,"FR.KIGGEN MEMORIAL COLLEGE,NGORA",FEMALE,5,8,16,7,1
NGORA,,MALE,22,28,54,15,11
NGORA,"KOBWIN SEED SECONDARY SCHOOL,NGORA",FEMALE,,,,7,7
NGORA,,MALE,,,,31,19
NGORA,MUKURA MEMORIAL SECONDARY SCHOOL,FEMALE,6,2,24,7,2
NGORA,,MALE,25,22,60,29,20
NGORA,NGORA GIRLS SECONDARY SCHOOL,FEMALE,17,20,24,,
NGORA,NGORA HIGH SCHOOL,FEMALE,54,64,170,61,76
NGORA,,MALE,77,93,154,80,84
NGORA,OKAPEL HIGH SCHOOL,FEMALE,,,,,1
NGORA,,MALE,,,,,6
NGORA,"TESO INTERGRATED SECONDARY SCHOOL,NGORA",FEMALE,37,63,142,40,49
NGORA,,MALE,195,209,406,160,135
BUNDIBUGYO,BUMADU SEED SECONDARY SCHOOL,FEMALE,,,6,2,3
BUNDIBUGYO,,MALE,,,28,8,16
BUNDIBUGYO,BUNDIBUGYO HALL,FEMALE,1,,,1,1
BUNDIBUGYO,,MALE,18,21,,9,15
BUNDIBUGYO,BURAMBAGIRA SECONDARY SCHOOL,FEMALE,2,4,6,,
BUNDIBUGYO,,MALE,8,13,32,10,
BUNDIBUGYO,"CHRIST SCHOOL,BUNDIBUGYO",FEMALE,7,3,28,7,9
BUNDIBUGYO,,MALE,27,19,48,33,16
BUNDIBUGYO,"SEMULIKI HIGH SCHOOL,IZAURA",FEMALE,4,14,22,12,8
BUNDIBUGYO,,MALE,50,47,76,38,26
BUNDIBUGYO,ST.MARY'S SIMBYA SECONDARY SCHOOL,FEMALE,2,7,6,,2
BUNDIBUGYO,,MALE,30,37,60,17,17
KABERAMAIDO,ADIPALA HIGH SCHOOL,FEMALE,,,,,3
KABERAMAIDO,,MALE,,,,,11
KABERAMAIDO,ALWA SECONDARY SCHOOL,FEMALE,,,8,2,
KABERAMAIDO,,MALE,,,30,9,10
KABERAMAIDO,KABERAMAIDO COMPREHENSIVE SS,FEMALE,,,6,2,5
KABERAMAIDO,,MALE,,,20,8,6
KABERAMAIDO,KABERAMAIDO SECONDARY SCHOOL,FEMALE,11,14,20,9,1
KABERAMAIDO,,MALE,49,53,128,27,20
KABERAMAIDO,KALAKI SECONDARY SCHOOL,FEMALE,,1,12,5,5
KABERAMAIDO,,MALE,,15,44,21,17
KABERAMAIDO,"MIDLAND HIGH SCHOOL,KABERAMAIDO",FEMALE,,,,1,3
KABERAMAIDO,,MALE,,,,16,9
MPIGI,BUJUUKO HIGH SCHOOL,FEMALE,32,44,22,14,11
MPIGI,,MALE,34,47,56,11,11
MPIGI,BULAMU SEED SECONDARY SCHOOL,FEMALE,,,28,10,17
MPIGI,,MALE,,,38,25,41
MPIGI,BUWAMA HIGH SCHOOL,FEMALE,16,13,30,21,2
MPIGI,,MALE,37,41,52,25,18
MPIGI,"CARDINAL E.WAMALA VOCATIONAL SS,BULO",FEMALE,,,,6,4
MPIGI,,MALE,,,,4,12
MPIGI,"CARDINAL NSUBUGA SS,KITAKYUSA",FEMALE,,,12,3,5
MPIGI,,MALE,,,18,11,5
MPIGI,"DESTINY EAGLES SS,MPIGI",FEMALE,,,40,13,20
MPIGI,,MALE,,,30,18,21
MPIGI,FISHER BRANCH KALAGALA HIGH SCHOOL,FEMALE,15,19,48,12,27
MPIGI,,MALE,19,8,18,9,22
MPIGI,"FRIENDS ACADEMY,KATENDE",FEMALE,,8,8,6,
MPIGI,,MALE,,17,12,4,
MPIGI,"HOPE SENIOR SCHOOL,NAKIREBE",FEMALE,17,31,64,9,12
MPIGI,,MALE,25,25,62,18,21
MPIGI,KASENGE GREEN HILL SECONDARY SCHOOL,FEMALE,,,,,12
MPIGI,,MALE,,,,,18
MPIGI,KAYABWE HIGH SCHOOL,FEMALE,7,17,22,11,11
MPIGI,,MALE,15,20,24,16,13
MPIGI,"KIBUUKA MEMORIAL SCHOOL,MPIGI",FEMALE,16,16,42,12,19
MPIGI,,MALE,24,31,50,23,20
MPIGI,KYASANKU HILL COLLEGE,FEMALE,21,11,30,11,13
MPIGI,,MALE,22,20,44,19,19
MPIGI,"LOWELL GIRLS SCHOOL,NSIMBE",FEMALE,67,86,164,,45
MPIGI,LUMUZA HIGH SCHOOL,FEMALE,,,,6,9
MPIGI,,MALE,,,,5,9
MPIGI,"MITALA MARIA HILL SCHOOL,BUWAMA",FEMALE,,6,30,15,11
MPIGI,,MALE,,5,32,9,7
MPIGI,MITALA MARIA PROGRESSIVE SS,FEMALE,,,,,3
MPIGI,,MALE,,,,,7
MPIGI,MPIGI HIGH SCHOOL,FEMALE,14,42,42,47,22
MPIGI,,MALE,25,39,72,59,35
MPIGI,MPIGI MIXED SECONDARY SCHOOL,FEMALE,27,20,76,29,17
MPIGI,,MALE,27,25,56,22,25
MPIGI,"PRIDE COLLEGE SCHOOL,MPIGI",FEMALE,49,61,228,136,145
MPIGI,,MALE,42,46,220,109,89
MPIGI,"RAWUZHA HIGH SCHOOL,MPIGI",FEMALE,,10,16,8,5
MPIGI,,MALE,,6,18,2,5
MPIGI,SAM'S PARK HIGH SCHOOL,FEMALE,,,,3,3
MPIGI,,MALE,,,,8,8
MPIGI,ST.BALIKUDDEMBE SECONDARY SCHOOL,FEMALE,31,28,96,31,23
MPIGI,,MALE,48,58,80,33,28
MPIGI,"ST.BENEDICT'S SECONDARY SCHOOL,BUWAMA",FEMALE,20,12,6,11,13
MPIGI,,MALE,19,16,26,10,17
MPIGI,"ST.BRUNO SSERUNKUMA'S SS,GGOLI",FEMALE,26,26,30,25,27
MPIGI,,MALE,28,32,32,31,23
MPIGI,"ST.CATHERINE SECONDARY SCHOOL,BUJUUKO",FEMALE,11,3,14,2,4
MPIGI,,MALE,13,10,6,8,6
MPIGI,"ST.JOHN'S COLLEGE,MPIGI",FEMALE,30,46,30,16,29
MPIGI,,MALE,48,26,32,26,44
MPIGI,"ST.JOHN'S SECONDARY SCHOOL,MUDUUMA",FEMALE,9,4,12,8,15
MPIGI,,MALE,5,6,16,5,6
MPIGI,ST.JOSEPH OF NAZARETH H/S,FEMALE,23,37,130,60,56
MPIGI,,MALE,28,29,152,57,54
MPIGI,"ST.JOSEPH'S HIGH SCHOOL,NAKIREBE",FEMALE,7,6,12,15,5
MPIGI,,MALE,3,8,26,17,11
MPIGI,"ST.JOSEPH'S SECONDARY SCHOOL,KKONGE",FEMALE,,,,15,9
MPIGI,,MALE,,,,5,10
MPIGI,"ST.JUDE'S SECONDARY SCHOOL,KATENDE",FEMALE,10,12,84,15,18
MPIGI,,MALE,3,21,68,19,20
MPIGI,ST.LAWRENCE COLLEGE PARIS-PALAIS,FEMALE,42,55,102,58,68
MPIGI,,MALE,77,100,146,54,73
MPIGI,ST.LAWRENCE HIGH SCHOOL CROWN CITY,FEMALE,5,9,30,20,30
MPIGI,,MALE,25,27,52,23,29
MPIGI,"ST.MARIA GORETTI SS,KATENDE",FEMALE,69,82,66,45,73
MPIGI,,MALE,63,68,70,41,53
MPIGI,"ST.MARK'S SECONDARY SCHOOL,KAMMENGO",FEMALE,23,29,42,29,16
MPIGI,,MALE,35,35,94,43,29
MPIGI,"ST.MARTIN SECONDARY SCHOOL,JJANYA",FEMALE,8,5,22,5,5
MPIGI,,MALE,6,5,20,7,5
MPIGI,"ST.MARY'S SECONDARY SCHOOL,NKOZI",FEMALE,27,28,32,17,18
MPIGI,,MALE,31,23,24,33,22
MPIGI,ST.PHILLIP'S EQUATORIAL SECONDARY SCHOOL,FEMALE,,26,18,8,4
MPIGI,,MALE,,10,22,6,14
MPIGI,"ST.THERESA SECONDARY SCHOOL,KATENDE",FEMALE,14,25,50,32,17
MPIGI,,MALE,23,27,44,19,24
MPIGI,"STAR SENIOR SCHOOL,JJEZA",FEMALE,37,38,38,23,11
MPIGI,,MALE,29,34,72,26,26
BUDAKA,BUDAKA SECONDARY SCHOOL,FEMALE,,,2,4,
BUDAKA,,MALE,,,52,13,
BUDAKA,BUDAKA UNIVERSAL COLLEGE,FEMALE,23,15,34,17,6
BUDAKA,,MALE,62,74,200,65,37
